,Gene Symbol,Interactor Symbol,Entrez ID,Evidence,Interactor Name,Uniport ID,Reference,Species,Interaction Type,edge,loci,loci-Gene-Symbol,loci-Interactor-Symbol
4358,CHD8,DCP2,167227,ChIP-chip,DCP2 decapping enzyme homolog (S. cerevisiae),Q8IU60,24265227,Homo sapiens,DNA Binding,"CHD8,DCP2",,14q11.2,0
4359,CHD8,DCPS,28960,ChIP-chip,"decapping enzyme, scavenger",Q96C86,24265227,Homo sapiens,DNA Binding,"CHD8,DCPS",,14q11.2,0
4360,CHD8,DCTN4,51164,ChIP-chip,dynactin 4 (p62),Q9UJW0,24265227,Homo sapiens,DNA Binding,"CHD8,DCTN4",,14q11.2,0
4361,CHD8,DCUN1D1,54165,CHIP-seq,"DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)",Q96GG9,25752243,Homo sapiens,DNA Binding,"CHD8,DCUN1D1",,14q11.2,0
4362,CHD8,DCUN1D4,23142,CHIP-seq,"DCN1, defective in cullin neddylation 1, domain containing 4",Q92564,25752243,Homo sapiens,DNA Binding,"CHD8,DCUN1D4",,14q11.2,0
4363,CHD8,DDAH1,23576,ChIP-chip,dimethylarginine dimethylaminohydrolase 1,B4E3V1,24265227,Homo sapiens,DNA Binding,"CHD8,DDAH1",,14q11.2,0
4364,CHD8,DDB2,1643,ChIP-chip,"damage-specific DNA binding protein 2, 48kDa",Q92466,24265227,Homo sapiens,DNA Binding,"CHD8,DDB2",,14q11.2,0
4365,CHD8,DDHD1,80821,CHIP-seq,DDHD domain containing 1,Q8NEL9,25752243,Homo sapiens,DNA Binding,"CHD8,DDHD1",,14q11.2,0
4366,CHD8,DDHD2,23259,ChIP-chip,DDHD domain containing 2,O94830,24265227,Homo sapiens,DNA Binding,"CHD8,DDHD2",,14q11.2,8p11.23
4367,CHD8,DDI2,84301,CHIP-seq,DNA-damage inducible 1 homolog 2 (S. cerevisiae),Q5TDH0,25752243,Homo sapiens,DNA Binding,"CHD8,DDI2",,14q11.2,0
4368,CHD8,DDOST,1650,ChIP-chip,dolichyl-diphosphooligosaccharide--protein glycosyltransferase,P39656,24265227,Homo sapiens,DNA Binding,"CHD8,DDOST",,14q11.2,0
4369,CHD8,DDR1,780,CHIP-seq,discoidin domain receptor tyrosine kinase 1,Q08345,25752243,Homo sapiens,DNA Binding,"CHD8,DDR1",,14q11.2,0
4370,CHD8,DDX17,10521,ChIP-chip,DEAD (Asp-Glu-Ala-Asp) box helicase 17,Q59F66,24265227,Homo sapiens,DNA Binding,"CHD8,DDX17",,14q11.2,0
4371,CHD8,DDX21,9188,ChIP-chip,DEAD (Asp-Glu-Ala-Asp) box helicase 21,Q9NR30,24265227,Homo sapiens,DNA Binding,"CHD8,DDX21",,14q11.2,0
4372,CHD8,DDX23,9416,ChIP-chip,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23,Q9BUQ8,24265227,Homo sapiens,DNA Binding,"CHD8,DDX23",,14q11.2,0
4373,CHD8,DDX28,55794,CHIP-seq,DEAD (Asp-Glu-Ala-Asp) box polypeptide 28,Q9NUL7,25752243,Homo sapiens,DNA Binding,"CHD8,DDX28",,14q11.2,0
4374,CHD8,DDX31,64794,CHIP-seq,DEAD (Asp-Glu-Ala-Asp) box polypeptide 31,Q9H8H2,25752243,Homo sapiens,DNA Binding,"CHD8,DDX31",,14q11.2,0
4375,CHD8,DDX39B,7919,CHIP-seq,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,Q13838,25752243,Homo sapiens,DNA Binding,"CHD8,DDX39B",,14q11.2,0
4376,CHD8,DDX3X,1654,ChIP-chip,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked",O00571,24265227,Homo sapiens,DNA Binding,"CHD8,DDX3X",,14q11.2,Xp11.4
4377,CHD8,DDX41,51428,CHIP-seq,DEAD (Asp-Glu-Ala-Asp) box polypeptide 41,Q9UJV9,25752243,Homo sapiens,DNA Binding,"CHD8,DDX41",,14q11.2,0
4378,CHD8,DDX46,9879,ChIP-chip,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,Q7L014,24265227,Homo sapiens,DNA Binding,"CHD8,DDX46",,14q11.2,0
4379,CHD8,DDX49,54555,ChIP-chip,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49,Q9Y6V7,24265227,Homo sapiens,DNA Binding,"CHD8,DDX49",,14q11.2,0
4380,CHD8,DDX5,1655,ChIP-chip,DEAD (Asp-Glu-Ala-Asp) box helicase 5,P17844,24265227,Homo sapiens,DNA Binding,"CHD8,DDX5",,14q11.2,0
4381,CHD8,DDX50,79009,ChIP-chip,DEAD (Asp-Glu-Ala-Asp) box polypeptide 50,Q9BQ39,24265227,Homo sapiens,DNA Binding,"CHD8,DDX50",,14q11.2,0
4382,CHD8,DDX54,79039,CHIP-seq,DEAD (Asp-Glu-Ala-Asp) box polypeptide 54,Q8TDD1,25752243,Homo sapiens,DNA Binding,"CHD8,DDX54",,14q11.2,0
4383,CHD8,DDX59,83479,CHIP-seq,DEAD (Asp-Glu-Ala-Asp) box polypeptide 59,Q5T1V6,25752243,Homo sapiens,DNA Binding,"CHD8,DDX59",,14q11.2,0
4384,CHD8,DDX6,1656,CHIP-seq,DEAD (Asp-Glu-Ala-Asp) box helicase 6,P26196,25752243,Homo sapiens,DNA Binding,"CHD8,DDX6",,14q11.2,0
4385,CHD8,DEDD,9191,ChIP-chip,death effector domain containing,O75618,24265227,Homo sapiens,DNA Binding,"CHD8,DEDD",,14q11.2,0
4386,CHD8,DEK,7913,ChIP-chip,DEK oncogene,P35659,24265227,Homo sapiens,DNA Binding,"CHD8,DEK",,14q11.2,0
4387,CHD8,DEM1,64789,ChIP-chip,exonuclease 5,Q9H790,24265227,Homo sapiens,DNA Binding,"CHD8,DEM1",,14q11.2,0
4388,CHD8,DENND1B,163486,CHIP-seq,DENN/MADD domain containing 1B,Q6P3S1,25752243,Homo sapiens,DNA Binding,"CHD8,DENND1B",,14q11.2,0
4389,CHD8,DENND4A,10260,ChIP-chip,DENN/MADD domain containing 4A,Q05C90,24265227,Homo sapiens,DNA Binding,"CHD8,DENND4A",,14q11.2,0
4390,CHD8,DENND4C,55667,ChIP-chip,DENN/MADD domain containing 4C,Q5VZ89,24265227,Homo sapiens,DNA Binding,"CHD8,DENND4C",,14q11.2,0
4391,CHD8,DENND5A,NM_015213,ChIP-chip,DENN/MADD domain containing 5A,Q6IQ26,24265227,Homo sapiens,DNA Binding,"CHD8,DENND5A",,14q11.2,0
4392,CHD8,DENND5B,160518,CHIP-seq,DENN/MADD domain containing 5B,Q6ZUT9,25752243,Homo sapiens,DNA Binding,"CHD8,DENND5B",,14q11.2,0
4393,CHD8,DENND5B-AS1,100874249,CHIP-seq,DENND5B antisense RNA 1,,25752243,Homo sapiens,DNA Binding,"CHD8,DENND5B-AS1",,14q11.2,0
4394,CHD8,DENND6B,414918,CHIP-seq,Protein DENND6B,Q8NEG7,25752243,Homo sapiens,DNA Binding,"CHD8,DENND6B",,14q11.2,0
4395,CHD8,DEPDC1B,55789,ChIP-chip,DEP domain containing 1B,Q8WUY9,24265227,Homo sapiens,DNA Binding,"CHD8,DEPDC1B",,14q11.2,0
4396,CHD8,DFFA,1676,ChIP-chip,"DNA fragmentation factor, 45kDa, alpha polypeptide",O00273,24265227,Homo sapiens,DNA Binding,"CHD8,DFFA",,14q11.2,0
4397,CHD8,DFFB,1677,CHIP-seq,DNA fragmentation factor subunit beta,O76075,25752243,Homo sapiens,DNA Binding,"CHD8,DFFB",,14q11.2,0
4398,CHD8,DGAT1,8694,CHIP-seq,PCDHA13,O75907,25752243,Homo sapiens,DNA Binding,"CHD8,DGAT1",,14q11.2,0
4399,CHD8,DGKA,NM_001345,ChIP-chip,"diacylglycerol kinase, alpha 80kDa",A0A024RB23,24265227,Homo sapiens,DNA Binding,"CHD8,DGKA",,14q11.2,0
4400,CHD8,DHDDS,79947,ChIP-chip,dehydrodolichyl diphosphate synthase,Q86SQ9,24265227,Homo sapiens,DNA Binding,"CHD8,DHDDS",,14q11.2,0
4401,CHD8,DHRS12,NM_024705,ChIP-chip,dehydrogenase/reductase (SDR family) member 12,A0PJE2,24265227,Homo sapiens,DNA Binding,"CHD8,DHRS12",,14q11.2,0
4402,CHD8,DHRS13,147015,ChIP-chip,dehydrogenase/reductase (SDR family) member 13,Q6UX07,24265227,Homo sapiens,DNA Binding,"CHD8,DHRS13",,14q11.2,0
4403,CHD8,DHX15,1665,ChIP-chip,DEAH (Asp-Glu-Ala-His) box polypeptide 15,O43143,24265227,Homo sapiens,DNA Binding,"CHD8,DHX15",,14q11.2,0
4404,CHD8,DHX16,8449,ChIP-chip,DEAH (Asp-Glu-Ala-His) box polypeptide 16,O60231,24265227,Homo sapiens,DNA Binding,"CHD8,DHX16",,14q11.2,0
4405,CHD8,DHX29,54505,ChIP-chip,DEAH (Asp-Glu-Ala-His) box polypeptide 29,Q7Z478,24265227,Homo sapiens,DNA Binding,"CHD8,DHX29",,14q11.2,0
4406,CHD8,DHX30,22907,ChIP-chip,DEAH (Asp-Glu-Ala-His) box polypeptide 30,Q7L2E3,24265227,Homo sapiens,DNA Binding,"CHD8,DHX30",,14q11.2,0
4407,CHD8,DHX33,56919,ChIP-chip,DEAH (Asp-Glu-Ala-His) box polypeptide 33,B4DIS6,24265227,Homo sapiens,DNA Binding,"CHD8,DHX33",,14q11.2,0
4408,CHD8,DHX34,9704,ChIP-chip,DEAH (Asp-Glu-Ala-His) box polypeptide 34,Q14147,24265227,Homo sapiens,DNA Binding,"CHD8,DHX34",,14q11.2,0
4409,CHD8,DHX35,60625,ChIP-chip,DEAH (Asp-Glu-Ala-His) box polypeptide 35,F5GXM6,24265227,Homo sapiens,DNA Binding,"CHD8,DHX35",,14q11.2,0
4410,CHD8,DHX36,170506,ChIP-chip,DEAH (Asp-Glu-Ala-His) box polypeptide 36,Q9H2U1,24265227,Homo sapiens,DNA Binding,"CHD8,DHX36",,14q11.2,0
4411,CHD8,DHX40,79665,CHIP-seq,DEAH (Asp-Glu-Ala-His) box polypeptide 40,B4DR88,25752243,Homo sapiens,DNA Binding,"CHD8,DHX40",,14q11.2,0
4412,CHD8,DHX57,90957,ChIP-chip,DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57,Q6P158,24265227,Homo sapiens,DNA Binding,"CHD8,DHX57",,14q11.2,0
4413,CHD8,DIAPH1,1729,ChIP-chip,diaphanous homolog 1 (Drosophila),E9PEZ2,24265227,Homo sapiens,DNA Binding,"CHD8,DIAPH1",,14q11.2,0
4414,CHD8,DIAPH2,1730,ChIP-chip,diaphanous homolog 2 (Drosophila),O60879,24265227,Homo sapiens,DNA Binding,"CHD8,DIAPH2",,14q11.2,0
4415,CHD8,DICER1,23405,CHIP-seq,"dicer 1, ribonuclease type III",Q9UPY3,25752243,Homo sapiens,DNA Binding,"CHD8,DICER1",,14q11.2,0
4416,CHD8,DICER1-AS1,400242,CHIP-seq,DICER1 antisense RNA 1,,25752243,Homo sapiens,DNA Binding,"CHD8,DICER1-AS1",,14q11.2,0
4417,CHD8,DIDO1,11083,ChIP-chip,death inducer-obliterator 1,Q9BTC0,24265227,Homo sapiens,DNA Binding,"CHD8,DIDO1",,14q11.2,0
4418,CHD8,DIMT1L,NM_014473,ChIP-chip,DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae),Q9UNQ2,24265227,Homo sapiens,DNA Binding,"CHD8,DIMT1L",,14q11.2,0
4419,CHD8,DIP2B,57609,CHIP-seq,DIP2 disco-interacting protein 2 homolog B (Drosophila),Q7Z3H2,25752243,Homo sapiens,DNA Binding,"CHD8,DIP2B",,14q11.2,0
4420,CHD8,DIP2C,22982,CHIP-seq,DIP2 disco-interacting protein 2 homolog C (Drosophila),Q9Y2E4,25752243,Homo sapiens,DNA Binding,"CHD8,DIP2C",,14q11.2,10p15.3
4421,CHD8,DIRC2,84925,ChIP-chip,disrupted in renal carcinoma 2,Q96SL1,24265227,Homo sapiens,DNA Binding,"CHD8,DIRC2",,14q11.2,0
4422,CHD8,DIS3L,115752,CHIP-seq,DIS3 mitotic control homolog (S. cerevisiae)-like,Q8TF46,25752243,Homo sapiens,DNA Binding,"CHD8,DIS3L",,14q11.2,0
4423,CHD8,DIS3L2,129563,ChIP-chip,DIS3 mitotic control homolog (S. cerevisiae)-like 2,Q8IYB7,24265227,Homo sapiens,DNA Binding,"CHD8,DIS3L2",,14q11.2,0
4424,CHD8,DKC1,1736,IP;  LC-MS/MS,"dyskeratosis congenita 1, dyskerin",O60832,26949739,Homo sapiens,Protein Binding,"CHD8,DKC1",,14q11.2,0
4425,CHD8,DKK1,22943,Bimolecular fluorescence complementation assay;      IP/WB;      ChIP-qPCR;      Y2H,dickkopf 1 homolog (Xenopus laevis),O94907,18378692,Homo sapiens,DNA Binding,"CHD8,DKK1",,14q11.2,0
4426,CHD8,DKKL1,NM_014419,ChIP-chip,dickkopf-like 1,Q9UK85,24265227,Homo sapiens,DNA Binding,"CHD8,DKKL1",,14q11.2,0
4427,CHD8,DLAT,1737,CHIP-seq,dihydrolipoamide S-acetyltransferase,P10515,25752243,Homo sapiens,DNA Binding,"CHD8,DLAT",,14q11.2,0
4428,CHD8,DLD,1738,ChIP-chip,dihydrolipoamide dehydrogenase,P09622,24265227,Homo sapiens,DNA Binding,"CHD8,DLD",,14q11.2,0
4429,CHD8,DLEU2,NR_002612,ChIP-chip,deleted in lymphocytic leukemia 2 (non-protein coding),,24265227,Homo sapiens,DNA Binding,"CHD8,DLEU2",,14q11.2,0
4430,CHD8,DLG1,1739,CHIP-seq,"discs, large homolog 1 (Drosophila)",Q12959,25752243,Homo sapiens,DNA Binding,"CHD8,DLG1",,14q11.2,3q29
4431,CHD8,DLG1-AS1,100507086,CHIP-seq,DLG1 antisense RNA 1,,25752243,Homo sapiens,DNA Binding,"CHD8,DLG1-AS1",,14q11.2,0
4432,CHD8,DLG5,9231,CHIP-seq,"discs, large homolog 5 (Drosophila)",Q8TDM6,25752243,Homo sapiens,DNA Binding,"CHD8,DLG5",,14q11.2,0
4433,CHD8,DLG5-AS1,100128292,CHIP-seq,DLG5 antisense RNA 1,,25752243,Homo sapiens,DNA Binding,"CHD8,DLG5-AS1",,14q11.2,0
4434,CHD8,DLGAP5,9787,ChIP-chip,"discs, large (Drosophila) homolog-associated protein 5",Q15398,24265227,Homo sapiens,DNA Binding,"CHD8,DLGAP5",,14q11.2,0
4435,CHD8,DLST,1743,ChIP-chip,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),B7Z6J1,24265227,Homo sapiens,DNA Binding,"CHD8,DLST",,14q11.2,0
4436,CHD8,DLX2,1746,ChIP-chip,distal-less homeobox 2,Q07687,24265227,Homo sapiens,DNA Binding,"CHD8,DLX2",,14q11.2,2q31.1
4437,CHD8,DLX3,1747,ChIP-chip,distal-less homeobox 3,O60479,24265227,Homo sapiens,DNA Binding,"CHD8,DLX3",,14q11.2,17q21.33
4438,CHD8,DMBX1,NM_147192,ChIP-chip,diencephalon/mesencephalon homeobox 1,Q8NFW5,24265227,Homo sapiens,DNA Binding,"CHD8,DMBX1",,14q11.2,0
4439,CHD8,DMC1,11144,ChIP-chip,"DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)",Q14565,24265227,Homo sapiens,DNA Binding,"CHD8,DMC1",,14q11.2,0
4440,CHD8,DMTF1,9988,ChIP-chip,cyclin D binding myb-like transcription factor 1,B3KMJ8,24265227,Homo sapiens,DNA Binding,"CHD8,DMTF1",,14q11.2,0
4441,CHD8,DMXL1,1657,ChIP-chip,Dmx-like 1,Q9Y485,24265227,Homo sapiens,DNA Binding,"CHD8,DMXL1",,14q11.2,0
4442,CHD8,DMXL2,NM_015263,ChIP-chip,Dmx-like 2,Q8TDJ6,24265227,Homo sapiens,DNA Binding,"CHD8,DMXL2",,14q11.2,15q21.2
4443,CHD8,DNAJA1,3301,ChIP-chip,"DnaJ (Hsp40) homolog, subfamily A, member 1",P31689,24265227,Homo sapiens,DNA Binding,"CHD8,DNAJA1",,14q11.2,0
4444,CHD8,DNAJA2,10294,ChIP-chip,"DnaJ (Hsp40) homolog, subfamily A, member 2",O60884,24265227,Homo sapiens,DNA Binding,"CHD8,DNAJA2",,14q11.2,0
4445,CHD8,DNAJA3,9093,ChIP-chip,"DnaJ (Hsp40) homolog, subfamily A, member 3",Q96EY1,24265227,Homo sapiens,DNA Binding,"CHD8,DNAJA3",,14q11.2,0
4446,CHD8,DNAJB14,79982,CHIP-seq,"DnaJ (Hsp40) homolog, subfamily B, member 14",Q8TBM8,25752243,Homo sapiens,DNA Binding,"CHD8,DNAJB14",,14q11.2,0
4447,CHD8,DNAJB4,11080,ChIP-chip,"DnaJ (Hsp40) homolog, subfamily B, member 4",Q9UDY4,24265227,Homo sapiens,DNA Binding,"CHD8,DNAJB4",,14q11.2,0
4448,CHD8,DNAJB6,10049,ChIP-chip,"DnaJ (Hsp40) homolog, subfamily B, member 6",O75190,24265227,Homo sapiens,DNA Binding,"CHD8,DNAJB6",,14q11.2,0
4449,CHD8,DNAJC10,54431,ChIP-chip,"DnaJ (Hsp40) homolog, subfamily C, member 10",Q8IXB1,24265227,Homo sapiens,DNA Binding,"CHD8,DNAJC10",,14q11.2,0
4450,CHD8,DNAJC11,55735,CHIP-seq,"DnaJ (Hsp40) homolog, subfamily C, member 11",Q9NVH1,25752243,Homo sapiens,DNA Binding,"CHD8,DNAJC11",,14q11.2,0
4451,CHD8,DNAJC16,23341,ChIP-chip,"DnaJ (Hsp40) homolog, subfamily C, member 16",Q9Y2G8,24265227,Homo sapiens,DNA Binding,"CHD8,DNAJC16",,14q11.2,0
4452,CHD8,DNAJC2,27000,ChIP-chip,"DnaJ (Hsp40) homolog, subfamily C, member 2",Q99543,24265227,Homo sapiens,DNA Binding,"CHD8,DNAJC2",,14q11.2,0
4453,CHD8,DNAJC27,51277,ChIP-chip,"DnaJ (Hsp40) homolog, subfamily C, member 27",Q9NZQ0,24265227,Homo sapiens,DNA Binding,"CHD8,DNAJC27",,14q11.2,0
4454,CHD8,DNAJC27-AS1,729723,CHIP-seq,DNAJC27 antisense RNA 1,,25752243,Homo sapiens,DNA Binding,"CHD8,DNAJC27-AS1",,14q11.2,0
4455,CHD8,DNAJC7,7266,ChIP-chip,"DnaJ (Hsp40) homolog, subfamily C, member 7",Q99615,24265227,Homo sapiens,DNA Binding,"CHD8,DNAJC7",,14q11.2,0
4456,CHD8,DNAJC9,23234,ChIP-chip,"DnaJ (Hsp40) homolog, subfamily C, member 9",B2RMW6,24265227,Homo sapiens,DNA Binding,"CHD8,DNAJC9",,14q11.2,0
4457,CHD8,DNM2,1785,ChIP-chip,dynamin 2,P50570,24265227,Homo sapiens,DNA Binding,"CHD8,DNM2",,14q11.2,0
4458,CHD8,DNMT1,1786,CHIP-seq,DNA (cytosine-5-)-methyltransferase 1,P26358,25752243,Homo sapiens,DNA Binding,"CHD8,DNMT1",,14q11.2,0
4459,CHD8,DNMT3A,1788,CHIP-seq,DNA (cytosine-5-)-methyltransferase 3 alpha,Q9Y6K1,25752243,Homo sapiens,DNA Binding,"CHD8,DNMT3A",,14q11.2,2p23.3
4460,CHD8,DNMT3B,1789,IP/WB;      ChIP-chip,DNA (cytosine-5-)-methyltransferase 3 beta,Q9UBC3,25219500,Homo sapiens,Protein Binding,"CHD8,DNMT3B",,14q11.2,0
4461,CHD8,DOCK7,85440,ChIP-chip,dedicator of cytokinesis 7,Q96N67,24265227,Homo sapiens,DNA Binding,"CHD8,DOCK7",,14q11.2,0
4462,CHD8,DOT1L,84444,CHIP-seq,DOT1-like histone H3K79 methyltransferase,Q8TEK3,25752243,Homo sapiens,DNA Binding,"CHD8,DOT1L",,14q11.2,0
4463,CHD8,DPAGT1,1798,ChIP-chip,dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase),Q9H3H5,24265227,Homo sapiens,DNA Binding,"CHD8,DPAGT1",,14q11.2,0
4464,CHD8,DPF2,5977,ChIP-chip,"D4, zinc and double PHD fingers family 2",Q92785,24265227,Homo sapiens,DNA Binding,"CHD8,DPF2",,14q11.2,0
4465,CHD8,DPH5,51611,ChIP-chip,DPH5 homolog (S. cerevisiae),B3KWP1,24265227,Homo sapiens,DNA Binding,"CHD8,DPH5",,14q11.2,0
4466,CHD8,DPM3,NM_018973,ChIP-chip,dolichyl-phosphate mannosyltransferase polypeptide 3,Q9P2X0,24265227,Homo sapiens,DNA Binding,"CHD8,DPM3",,14q11.2,0
4467,CHD8,DPP3,10072,CHIP-seq,dipeptidyl-peptidase 3,Q9NY33,25752243,Homo sapiens,DNA Binding,"CHD8,DPP3",,14q11.2,11q13.2
4468,CHD8,DPP8,54878,ChIP-chip,dipeptidyl-peptidase 8,Q6V1X1,24265227,Homo sapiens,DNA Binding,"CHD8,DPP8",,14q11.2,0
4469,CHD8,DPP9,91039,ChIP-chip,dipeptidyl-peptidase 9,Q86TI2,24265227,Homo sapiens,DNA Binding,"CHD8,DPP9",,14q11.2,0
4470,CHD8,DPY19L3,147991,CHIP-seq,dpy-19-like 3 (C. elegans),Q6ZPD9,25752243,Homo sapiens,DNA Binding,"CHD8,DPY19L3",,14q11.2,0
4471,CHD8,DPY19L4,286148,ChIP-chip,dpy-19-like 4 (C. elegans),Q7Z388,24265227,Homo sapiens,DNA Binding,"CHD8,DPY19L4",,14q11.2,0
4472,CHD8,DPYSL2,1808,CHIP-seq,dihydropyrimidinase-like 2,Q16555,25752243,Homo sapiens,DNA Binding,"CHD8,DPYSL2",,14q11.2,8p21.2
4473,CHD8,DPYSL5,56896,CHIP-seq,dihydropyrimidinase-like 5,Q9BPU6,25752243,Homo sapiens,DNA Binding,"CHD8,DPYSL5",,14q11.2,0
4474,CHD8,DR1,1810,ChIP-chip,"down-regulator of transcription 1, TBP-binding (negative cofactor 2)",Q01658,24265227,Homo sapiens,DNA Binding,"CHD8,DR1",,14q11.2,0
4475,CHD8,DRAM2,128338,ChIP-chip,DNA-damage regulated autophagy modulator 2,Q6UX65,24265227,Homo sapiens,DNA Binding,"CHD8,DRAM2",,14q11.2,0
4476,CHD8,DRAP1,10589,CHIP-seq,Dr1-associated corepressor,Q14919,25752243,Homo sapiens,DNA Binding,"CHD8,DRAP1",,14q11.2,0
4477,CHD8,DRAXIN,374946,CHIP-seq,Draxin,Q8NBI3,25752243,Homo sapiens,DNA Binding,"CHD8,DRAXIN",,14q11.2,0
4478,CHD8,DSCR3,10311,ChIP-chip,Down syndrome critical region gene 3,O14972,24265227,Homo sapiens,DNA Binding,"CHD8,DSCR3",,14q11.2,0
4479,CHD8,DSE,29940,CHIP-seq,dermatan sulfate epimerase,Q9UL01,25752243,Homo sapiens,DNA Binding,"CHD8,DSE",,14q11.2,0
4480,CHD8,DSTYK,25778,ChIP-chip,dual serine/threonine and tyrosine protein kinase,Q6XUX3,24265227,Homo sapiens,DNA Binding,"CHD8,DSTYK",,14q11.2,0
4481,CHD8,DTD1,92675,CHIP-seq,D-tyrosyl-tRNA deacylase 1,Q8TEA8,25752243,Homo sapiens,DNA Binding,"CHD8,DTD1",,14q11.2,0
4482,CHD8,DTWD1,NM_020234,ChIP-chip,DTW domain containing 1,Q8N5C7,24265227,Homo sapiens,DNA Binding,"CHD8,DTWD1",,14q11.2,0
4483,CHD8,DTYMK,1841,CHIP-seq,deoxythymidylate kinase (thymidylate kinase),B7ZW70,25752243,Homo sapiens,DNA Binding,"CHD8,DTYMK",,14q11.2,0
4484,CHD8,DULLARD,NM_001143775,ChIP-chip,CTD nuclear envelope phosphatase 1,O95476,24265227,Homo sapiens,DNA Binding,"CHD8,DULLARD",,14q11.2,0
4485,CHD8,DUS2L,54920,CHIP-seq,tRNA-dihydrouridine(20) synthase [NAD(P)+]-like,Q9NX74,25752243,Homo sapiens,DNA Binding,"CHD8,DUS2L",,14q11.2,0
4486,CHD8,DUSP11,8446,ChIP-chip,dual specificity phosphatase 11 (RNA/RNP complex 1-interacting),O75319,24265227,Homo sapiens,DNA Binding,"CHD8,DUSP11",,14q11.2,0
4487,CHD8,DUSP16,80824,ChIP-chip,dual specificity phosphatase 16,Q9BY84,24265227,Homo sapiens,DNA Binding,"CHD8,DUSP16",,14q11.2,0
4488,CHD8,DUSP4,1846,CHIP-seq,dual specificity phosphatase 4,Q13115,25752243,Homo sapiens,DNA Binding,"CHD8,DUSP4",,14q11.2,0
4489,CHD8,DUSP5P,NR_002834,ChIP-chip,dual specificity phosphatase 5 pseudogene 1,,24265227,Homo sapiens,DNA Binding,"CHD8,DUSP5P",,14q11.2,0
4490,CHD8,DUSP6,1848,ChIP-chip,dual specificity phosphatase 6,Q16828,24265227,Homo sapiens,DNA Binding,"CHD8,DUSP6",,14q11.2,0
4491,CHD8,DUSP7,1849,CHIP-seq,dual specificity phosphatase 7,Q16829,25752243,Homo sapiens,DNA Binding,"CHD8,DUSP7",,14q11.2,0
4492,CHD8,DVL3,1857,CHIP-seq,"dishevelled, dsh homolog 3 (Drosophila)",Q92997,25752243,Homo sapiens,DNA Binding,"CHD8,DVL3",,14q11.2,3q27.1
4493,CHD8,DYNC1H1,1778,ChIP-chip,"dynein, cytoplasmic 1, heavy chain 1",Q14204,24265227,Homo sapiens,DNA Binding,"CHD8,DYNC1H1",,14q11.2,14q32.31
4494,CHD8,DYNC1I2,1781,ChIP-chip,"dynein, cytoplasmic 1, intermediate chain 2",Q13409,24265227,Homo sapiens,DNA Binding,"CHD8,DYNC1I2",,14q11.2,0
4495,CHD8,DYNC1LI1,51143,ChIP-chip,"dynein, cytoplasmic 1, light intermediate chain 1",Q9Y6G9,24265227,Homo sapiens,DNA Binding,"CHD8,DYNC1LI1",,14q11.2,0
4496,CHD8,DYNC1LI2,1783,CHIP-seq,"dynein, cytoplasmic 1, light intermediate chain 2",O43237,25752243,Homo sapiens,DNA Binding,"CHD8,DYNC1LI2",,14q11.2,0
4497,CHD8,DYNLRB1,83658,ChIP-chip,"dynein, light chain, roadblock-type 1",Q9NP97,24265227,Homo sapiens,DNA Binding,"CHD8,DYNLRB1",,14q11.2,0
4498,CHD8,DYRK1A,1859,ChIP-chip,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A,Q13627,24265227,Homo sapiens,DNA Binding,"CHD8,DYRK1A",,14q11.2,21q22.13
4499,CHD8,DYRK3,8444,ChIP-chip,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3,O43781,24265227,Homo sapiens,DNA Binding,"CHD8,DYRK3",,14q11.2,0
4500,CHD8,DZIP1,22873,CHIP-seq,DAZ interacting protein 1,Q86YF9,25752243,Homo sapiens,DNA Binding,"CHD8,DZIP1",,14q11.2,0
4501,CHD8,E4F1,1877,CHIP-seq,E4F transcription factor 1,Q66K89,25752243,Homo sapiens,DNA Binding,"CHD8,E4F1",,14q11.2,0
4502,CHD8,EARS2,124454,CHIP-seq,"glutamyl-tRNA synthetase 2, mitochondrial",Q5JPH6,25752243,Homo sapiens,DNA Binding,"CHD8,EARS2",,14q11.2,0
4503,CHD8,ECH1,1891,ChIP-chip,"enoyl CoA hydratase 1, peroxisomal",Q13011,24265227,Homo sapiens,DNA Binding,"CHD8,ECH1",,14q11.2,0
4504,CHD8,ECHDC1,55862,ChIP-chip,enoyl CoA hydratase domain containing 1,Q9NTX5,24265227,Homo sapiens,DNA Binding,"CHD8,ECHDC1",,14q11.2,0
4505,CHD8,ECT2,1894,ChIP-chip,epithelial cell transforming sequence 2 oncogene,Q9H8V3,24265227,Homo sapiens,DNA Binding,"CHD8,ECT2",,14q11.2,0
